Gata;Område;Storlek;Slutpris;Månadskostnad;Datum;Hiss;Nyproduktion;Balkong;Uteplats;Kommun;Rooms
Franstorpsvägen 4C;Lilla Alby - Centrala Sundbyberg;56,5;3250000;3929;15 mar. 2023;1;0;0;0; Sundbybergs kommun;2
Råstensgatan 10;Centrala Sundbyberg;53;3970000;3090;14 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Tulegatan 58b;Sundbyberg;47;3100000;3538;14 mar. 2023;0;0;0;0; Sundbybergs kommun;2
Skrivargatan 28;Sundbyberg - Ursvik;75;3100000;4554;14 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Sturegatan 43, 1tr;Sundbyberg;72;4200000;5233;14 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Kavallerivägen 2C;Rissne;55;2800000;3158;13 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Trädgårdsgatan 23, BV;Lilla Alby;65;3625000;3024;13 mar. 2023;1;0;0;0; Sundbybergs kommun;2
Bergshöjden 46;Hallonbergen;95,3;2800000;5987;13 mar. 2023;1;0;1;0; Sundbybergs kommun;4
Starrbäcksgatan 11 C;Centrala Sundbyberg;55;3500000;3173;10 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Mjölnerbacken 31;Rissne;52;2335000;2682;10 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Råstensgatan 12;Centrala Sundbyberg;40;3100000;2527;10 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Tulegatan 5;Centrala Sundbyberg;79;5275000;4461;10 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Vintergatan 2 B;Centrala Sundbyberg;76;5300000;4897;10 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Fredsgatan 6A;Centrala Sundbyberg;77;4725000;5475;10 mar. 2023;1;0;0;0; Sundbybergs kommun;3
Logdansvägen 18;Ör;71,1;2800000;3442;10 mar. 2023;0;0;1;0; Sundbybergs kommun;2
Kavallerivägen 2B;Sundbyberg;55;2475000;3158;10 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Örsvängen 7;Sundbyberg;74;3140000;3381;10 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Forskningsringen 85, bv;Sundbyberg - Ursvik;83;3600000;4767;10 mar. 2023;1;0;0;1; Sundbybergs kommun;5
Brotorps allé 8;Brotorp - Järvastaden;81,5;4050000;4918;10 mar. 2023;1;0;0;1; Sundbybergs kommun;3
Vattugatan 1A;Centrala Sundbyberg;76,8;5450000;3470;10 mar. 2023;0;0;1;0; Sundbybergs kommun;3
Ågatan 22, vån 3;Centrala Sundbyberg;94;6600000;4825;9 mar. 2023;1;0;1;0; Sundbybergs kommun;4
Forskningsringen 84;Sundbyberg - Ursvik;49;2495000;3147;9 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Hamngatan 11 A;Lilla Alby;80,5;6150000;4832;8 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Gjuteribacken 16C, 3/3 tr;Centrala Sundbyberg;86;4900000;5401;8 mar. 2023;0;0;1;0; Sundbybergs kommun;5
Råstensgatan 11, vån 4/4;Centrala Sundbyberg;60;4320000;4018;8 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Ladugårdsgatan 4;Ursvik;44;2060000;2629;8 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Solvallavägen 46 A;Duvbo;85,5;3600000;3845;8 mar. 2023;0;0;1;0; Sundbybergs kommun;4
Fredsgatan 6A, Vån 4/4;Centrala Sundbyberg;77;4900000;5475;8 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Eliegatan 4, 4 tr;Sundbyberg/Duvbo;16;4200000;3690;7 mar. 2023;1;0;0;0; Sundbybergs kommun;2
Ladugårdsgatan 4;Stora Ursvik;85;3550000;4483;7 mar. 2023;1;0;1;0; Sundbybergs kommun;4
Kavallerivägen 4A, 4 tr;Rissne;86;3850000;4938;7 mar. 2023;1;0;1;0; Sundbybergs kommun;4
Max Sievertsgatan 6B;Centrala Sundbyberg;86;6000000;4644;7 mar. 2023;1;0;1;0; Sundbybergs kommun;4
Boplatsvägen 2;Brotorp - Järvastaden;53;2300000;3899;7 mar. 2023;1;0;0;1; Sundbybergs kommun;2
Stationsgatan 2, 2tr;Centrala Sundbyberg;78,5;4500000;3348;7 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Ågatan 24, vån 6;Bällstaån;94;7400000;4825;6 mar. 2023;1;0;1;0; Sundbybergs kommun;4
Forskningsringen 80, Vån 5;Ursvik;35;2000000;2623;6 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Rosengatan 8;Centrala Sundbyberg;46;3150000;2868;6 mar. 2023;1;0;0;0; Sundbybergs kommun;2
Boplatsvägen 2;Brotorp - Järvastaden;85;4130000;5764;4 mar. 2023;1;0;1;0; Sundbybergs kommun;4
Fredsgatan 12B, 3/3 tr;Sundbyberg;52;3625000;3456;4 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Ekovägen 43G, Vån 2+3;Rissne;47;2220000;3400;4 mar. 2023;0;0;0;0; Sundbybergs kommun;2
Boplatsvägen 17;Brotorp - Järvastaden;82;3900000;5122;4 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Örsvängen 13;Ör;74;3120000;3806;3 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Tritonvägen 6;Lilla Alby;50;2510000;3626;3 mar. 2023;0;0;0;0; Sundbybergs kommun;2
Ågatan 14, vån 3;Bällstaån;105;6995000;5979;2 mar. 2023;1;0;1;0; Sundbybergs kommun;4
Vintergatan 4, vån 1;Centrala Sundbyberg;48;2875000;3132;2 mar. 2023;1;0;0;0; Sundbybergs kommun;2
Mjölnerbacken 24;Rissne;47;1995000;2409;2 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Ågatan 24;Centrala Sundbyberg/signalfabriken;59;4335000;3029;1 mar. 2023;1;0;1;0; Sundbybergs kommun;2
Tulegatan 58 A;Centrala Sundbyberg;47;2600000;3006;1 mar. 2023;0;0;0;0; Sundbybergs kommun;2
Rökerigränd 11;Centrala Sundbyberg;88;6450000;3646;1 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Järnvägsgatan 40;Centrala Sundbyberg;77;4100000;3988;1 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Skogsbacken 20;Sundbyberg / Gamla Filmstaden;77;4400000;4210;1 mar. 2023;1;0;0;1; Sundbybergs kommun;5
Vattugatan 7;Centrala Sundbyberg;86;5250000;4058;1 mar. 2023;1;0;1;0; Sundbybergs kommun;3
Löfströms allé 2A, 5 tr;Centrala Sundbyberg;79;6000000;4493;28 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Milstensvägen 31;Ursvik;76;3800000;3874;28 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Ursviksvägen 2B;Centrala Sundbyberg;40;3260000;2548;28 feb. 2023;0;0;1;0; Sundbybergs kommun;2
Albygatan 119, 2 tr;Lilla Alby;55;3300000;2824;27 feb. 2023;0;0;1;0; Sundbybergs kommun;2
Mjölnerbacken 33;Rissne;59;2450000;3044;25 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Forskargränd 1;Ursvik;58;2700000;3902;25 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Tulegatan 29A, 4tr;Centrala Sundbyberg;41;2950000;2650;24 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Råstensgatan 10;Centrala Sundbyberg;46;3625000;2741;24 feb. 2023;1;0;0;1; Sundbybergs kommun;2
Stallgatan 30;Ursvik;56;2500000;3495;24 feb. 2023;1;0;0;1; Sundbybergs kommun;2
Forskningsringen 85A;Ursvik;52;2530000;3516;24 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Forskningsringen 82A;Ursvik;35;2000000;2623;24 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Solvallavägen 41B;Duvbo;63;2600000;2953;23 feb. 2023;0;0;1;0; Sundbybergs kommun;5
Humblegatan 15;Centrala Sundbyberg;99;5160000;7054;22 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Hamngatan 23;Sundbyberg;104;8500000;5698;22 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Gamla Enköpingsvägen 174;Sundbyberg - Ursvik;42;2240000;2929;22 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Starrbäcksgatan 11A;Centrala Sundbyberg;52;3260000;2947;22 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Tulegatan 62;Centrala Sundbyberg;53;3440000;3356;21 feb. 2023;0;0;1;0; Sundbybergs kommun;2
Mjölnerbacken 63;Rissne;59;2300000;2866;21 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Humblegatan 29A, 2tr;Lilla Alby;105,5;6100000;5931;21 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Grönlingens väg 2;Ursvik;80;3825000;4078;21 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Högklintavägen 15;Sundbyberg - Lilla Alby;80,5;4825000;4294;20 feb. 2023;1;0;0;1; Sundbybergs kommun;3
Forskningsringen 86;Sundbyberg - Ursvik;75,5;3465000;4464;20 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Gjuteribacken 20;Centrala Sundbyberg;68;4200000;4279;20 feb. 2023;1;0;0;0; Sundbybergs kommun;3
Forskningsringen 81B;Ursvik;39;2175000;3029;20 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Duvkullavägen 42 B, 2tr;Sundbyberg - Duvbo;70;2550000;3230;20 feb. 2023;0;0;1;0; Sundbybergs kommun;2
Fredsgatan 12B, vån 2/3;Centrala Sundbyberg;52;3280000;3456;20 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Tråddragargränd 8, vån 11;Centrala Sundbyberg;51;4200000;3124;19 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Sundbybergs Torg 1E, Accepterat pris;Centrala Sundbyberg;79;6000000;4589;19 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Boplatsvägen 15, Vån 2;Järvastaden;42;2600000;2684;18 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Vasagatan 17D;Stockholm;89;5500000;4774;17 feb. 2023;1;0;0;1; Sundbybergs kommun;3
Kanalstigen 34;Duvbo;75,5;4250000;5798;17 feb. 2023;1;0;0;0; Sundbybergs kommun;2
Svalgränd 8A, BV;Centrala Sundbyberg;68;4150000;3694;17 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Mjölnerbacken 61;Rissne;61;2195000;2551;17 feb. 2023;1;0;0;0; Sundbybergs kommun;2
Humblegatan 26A, 3 tr!;Centrala Sundbyberg (Lilla Alby);94;5400000;5484;17 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Järnvägsgatan 40 vån 4/4!;Centrala Sundbyberg;68;4150000;3513;16 feb. 2023;1;0;0;0; Sundbybergs kommun;3
Mjölnerbacken 12;Rissne;63;2700000;3372;16 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Rosengatan 11;Centrala Sundbyberg;50;3600000;3435;16 feb. 2023;0;0;1;0; Sundbybergs kommun;2
Kavallerivägen 4D;Rissne;86;3900000;4938;16 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Forskargränd 2;Sundbyberg - Ursvik;88;3695000;5557;16 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Rosengatan 8;Centrala Sundbyberg;46;3075000;2868;16 feb. 2023;1;0;0;0; Sundbybergs kommun;2
Råstensgatan 1B;Centrala Sundbyberg;45;2975000;3674;16 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Oxenstiernas allé 20, Vån 5 av 5;Ursvik;87;3890000;5140;16 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Högklintavägen 12, 1 tr;Lilla Alby;102,2;5950000;5508;16 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Tulegatan 5;Sundbyberg Centrum;79;4950000;4461;16 feb. 2023;1;0;0;1; Sundbybergs kommun;3
Brotorps Allé 5 ;Brotorp/järvastaden;77,5;4760000;4909;15 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Logdansvägen 12;Ör;77,7;3150000;3761;15 feb. 2023;0;0;1;0; Sundbybergs kommun;3
Fredsgatan 4C;Sundbyberg;96,5;6650000;6780;15 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Logdansvägen 12;Sundbyberg - Ör;77,7;2850000;3761;15 feb. 2023;0;0;1;0; Sundbybergs kommun;4
Mjölnerbacken 24, 3 tr;Rissne;76;2750000;3997;14 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Kyrkogatan 2;Centrala Sundbyberg;69;4200000;3731;14 feb. 2023;0;0;1;0; Sundbybergs kommun;2
Vasagatan 17D;Centrala Sundbyberg;51;3825000;3143;14 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Lötsjövägen 59;Hallonbergen;50,5;2000000;3569;14 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Tulegatan 68, 3/3 tr;Stockholm;40;2700000;2686;13 feb. 2023;0;0;1;0; Sundbybergs kommun;2
Tulegatan 20;Centrala Sundbyberg;74;5000000;4598;12 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Brotorpsvägen 5;Brotorp;81;4555000;4231;10 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Vintergatan 12, 1tr;Sundbyberg centrum;54;2800000;3874;10 feb. 2023;0;0;0;0; Sundbybergs kommun;2
Skolgatan 3a;Centrala Sundbyberg;88;5150000;6029;9 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Forskningsringen 87 A ;Ursvik;83,5;3700000;4787;9 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Kavallerivägen 2A;Rissne;86;4125000;5103;9 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Vintergatan 2D;Centrala Sundbyberg;49;3230000;3372;8 feb. 2023;1;0;0;0; Sundbybergs kommun;2
Boplatsvägen 5;Sundbyberg;85;3865000;5764;8 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Skördegatan 4, 3/3 tr;Ursvik;52,2;2615000;3195;7 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Tulegatan 2;Centrala Sundbyberg;8;3180000;2397;7 feb. 2023;0;0;0;0; Sundbybergs kommun;2
Brotorps allé 6;Brotorp - Järvastaden;50;2790000;3138;7 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Ursviksvägen 10A;Stockholm;75;5350000;4409;7 feb. 2023;0;0;1;0; Sundbybergs kommun;3
Tulegatan 2A;Centrala Sundbyberg;74;3850000;3947;6 feb. 2023;0;0;1;0; Sundbybergs kommun;5
Prästgårdsgatan 30;Centrala Sundbyberg;72;5300000;3987;6 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Fredsgatan 25;Centrala Sundbyberg;81;5900000;3137;6 feb. 2023;0;0;1;0; Sundbybergs kommun;3
Rosengatan 8;Centrala Sundbyberg;37;3000000;2424;5 feb. 2023;1;0;0;1; Sundbybergs kommun;2
Spinnerigatan 7;Sundbyberg;79;6000000;4493;4 feb. 2023;1;0;1;0; Sundbybergs kommun;3
Ursviksvägen 8;Centrala Sundbyberg;67;4250000;3133;3 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Vegagatan 23;Centrala Sundbyberg;86;5950000;4062;3 feb. 2023;1;0;1;0; Sundbybergs kommun;4
Eliegatan 3;Sundbyberg Centrum;39;2500000;2570;3 feb. 2023;1;0;0;0; Sundbybergs kommun;2
Max Sievertsgatan 6 B;Centrala Sundbyberg;64;4500000;3701;2 feb. 2023;1;0;1;0; Sundbybergs kommun;2
Brogatan 18, 4 tr;Brotorp/järvastaden;34;2050000;2888;2 feb. 2023;1;0;0;0; Sundbybergs kommun;2
Valkyriavägen 7;Rissne;77;2400000;4879;31 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Oxenstiernas allé 16;Sundbyberg - Ursvik;42,5;2250000;2716;31 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Kanalstigen 36;Hästhagen;95,5;5495000;7638;31 jan. 2023;1;0;1;0; Sundbybergs kommun;4
Gamla Enköpingsvägen 152;Ursvik;44,5;1915000;3324;31 jan. 2023;1;0;1;1; Sundbybergs kommun;2
Ursviks allé 21;Ursvik;36;2185000;2284;30 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Vintergatan 2E;Centrala Sundbyberg;66;3925000;4417;29 jan. 2023;1;0;1;0; Sundbybergs kommun;5
Bergshöjden 6;Hallonbergen;54;1600000;3392;27 jan. 2023;1;0;0;0; Sundbybergs kommun;2
Franstorpsvägen 13, 2 tr.;Lilla Alby;78,3;4750000;3221;27 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Järnvägsgatan 52A, 3 tr!;Centrala Sundbyberg;76;5475000;3889;27 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Mjölnerbacken 61;Rissne;79;2850000;3634;27 jan. 2023;1;0;1;1; Sundbybergs kommun;3
Mjölnerbacken 11;Rissne;80;2970000;4197;27 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Skördegatan 4, vån 1 - ej balkong;Sundbyberg - Ursvik;52,2;2380000;3374;27 jan. 2023;1;0;0;0; Sundbybergs kommun;2
Ursviksvägen 10 A;Centrala Sundbyberg;72;4200000;4251;26 jan. 2023;0;0;0;0; Sundbybergs kommun;3
Oxenstiernas allé 16;Ursvik;79;3690000;4517;26 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Logdansvägen 18;Ör;81,9;2800000;3965;26 jan. 2023;0;0;1;0; Sundbybergs kommun;3
Örsvängen 13;Ör;77;3385000;3958;26 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Spinnerigatan 5A;Sundbyberg Centrum;79;6025000;4493;26 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Sundbybergs Torg 1J, Vån 7;Sundbyberg centrum;84;5850000;4761;26 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Sundbybergs Torg 1E;Sundbyberg;102;8100000;6498;26 jan. 2023;1;0;1;0; Sundbybergs kommun;4
Trädgårdsgatan 19, 6 tr;Lilla Alby;59;3065000;2957;26 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Duvgränd 1;Centrala Sundbyberg;43;3100000;1331;25 jan. 2023;0;0;1;0; Sundbybergs kommun;5
Grönlingens väg 3;Ursvik;45;2400000;2678;25 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Mjölnerbacken 74;Rissne;41,7;2025000;2174;25 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Gjuteribacken 23;Lilla Alby;135;12200000;4520;25 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Starrbäcksgatan 18;Centrala Sundbyberg;48;3075000;3025;24 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Ursviks allé 23;Ursvik;44;2250000;3070;24 jan. 2023;1;0;0;1; Sundbybergs kommun;2
Ursviksvägen 27;Centrala Sundbyberg;81;4870000;5535;24 jan. 2023;1;0;0;1; Sundbybergs kommun;3
Hamngatan 3;Centrala Sundbyberg;76;5425000;3136;23 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Forskargränd 3;Sundbyberg - Ursvik;91;4000000;5492;23 jan. 2023;1;0;1;0; Sundbybergs kommun;4
Högklintavägen 13, Vån 3 av 4;Centrala Sundbyberg;80,5;5400000;4719;23 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Franstorpsvägen 8;Lilla Alby;72,5;4000000;5297;21 jan. 2023;0;0;1;0; Sundbybergs kommun;3
Fredsgatan 14 B;Centrala Sundbyberg;64;4100000;3574;21 jan. 2023;0;0;0;0; Sundbybergs kommun;5
Vintergatan 2E;Sundbyberg;47;3160000;3235;21 jan. 2023;1;0;0;0; Sundbybergs kommun;2
Starrbäcksgatan 11A, 2 tr;Centrala Sundbyberg;59;3750000;3343;21 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Forskningsringen 83B;Ursvik;96;4200000;5357;21 jan. 2023;1;0;1;1; Sundbybergs kommun;4
Fredsgränd 17;Lötsjöhöjden;64,5;4600000;3946;21 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Fredsgatan 9B;Sundbybergs centrum;78;4700000;4534;21 jan. 2023;1;0;0;0; Sundbybergs kommun;3
Bergshöjden 44;Hallonbergen;68,8;1880000;4175;20 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Oxenstiernas allé 18;Ursvik;91,5;3850000;5272;20 jan. 2023;1;0;1;0; Sundbybergs kommun;4
Ursviksvägen 29;Duvbo;81;3900000;5535;20 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Kavaljersbacken 4, Renovering;Hallonbergen;71,5;2350000;2999;20 jan. 2023;0;0;1;0; Sundbybergs kommun;2
Hamngatan 26, 6/6 tr;Centrala Sundbyberg;41,5;3300000;3312;19 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Brogatan 18;Brotorp-Järvastaden;47;2500000;3200;19 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Solvallavägen 46A - Entréplan;Duvbo;54,5;2350000;2464;19 jan. 2023;1;0;0;1; Sundbybergs kommun;2
Tulegatan 9, vån 5 av 5;Centrala Sundbyberg;68;4740000;3840;19 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Mariagatan 6;Centrala Sundbyberg;51;3350000;3415;19 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Mariagatan 6, 2tr;Centrala Sundbyberg;44;2950000;3185;19 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Lötsjövägen 85;Hallonbergen;95,3;3285000;6734;18 jan. 2023;1;0;1;0; Sundbybergs kommun;4
Prästgårdsgatan 30, 1 tr;Centrala Sundbyberg;60;3600000;3322;18 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Högklintavägen 7;Centrala Sundbyberg (Lilla Alby);42;2755000;2465;18 jan. 2023;1;0;0;0; Sundbybergs kommun;2
Ursviksvägen 111 B;Ursvik;55;2200000;3515;17 jan. 2023;0;0;1;0; Sundbybergs kommun;2
Vinthundsgatan 115;Järvastaden;54;2700000;3167;17 jan. 2023;1;0;0;1; Sundbybergs kommun;2
Vasagatan 17B;Sundbyberg Centrum;89;6350000;4774;17 jan. 2023;1;0;1;0; Sundbybergs kommun;4
Brotorps allé 7;Brotorp - Järvastaden;68,5;3675000;4115;17 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Ursviksvägen 10B;Centrala Sundbyberg;82;5600000;4758;16 jan. 2023;0;0;1;0; Sundbybergs kommun;3
Lötsjövägen 51;Hallonbergen;95,3;3020000;6734;16 jan. 2023;1;0;1;0; Sundbybergs kommun;4
Vintergatan 3A;Centrala Sundbyberg;54;3630000;2753;14 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Hamngatan 15A;Centrala Sundbyberg;64;4900000;3781;13 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Lodbrinken 4 A;Duvbo;8;5790000;6933;13 jan. 2023;0;0;0;0; Sundbybergs kommun;4
Logdansvägen 48;Sundbyberg - Ör;67,4;2220000;3263;13 jan. 2023;0;0;1;0; Sundbybergs kommun;2
Högklintavägen 15;Lilla Alby;65;4085000;3932;12 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Ågatan 15, BV;Centrala Sundbyberg;44;2900000;3033;11 jan. 2023;1;0;0;1; Sundbybergs kommun;2
Forskningsringen 82A;Sundbyberg - Ursvik;49;2595000;3147;11 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Bergshöjden 32;Hallonbergen;54;1810000;3393;11 jan. 2023;1;0;0;0; Sundbybergs kommun;2
Rosengatan 8;Centrala Sundbyberg;38;3105000;2523;11 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Sevensvägen 22;Ursvik;74,4;2550000;5169;11 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Forskningsringen 86;Sundbyberg - Ursvik;37,5;1995000;2931;11 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Skördegatan 4;Ursvik;97;4300000;4995;10 jan. 2023;1;0;1;0; Sundbybergs kommun;4
Prästgårdsgatan 2;Sundbyberg;96;7560000;4119;10 jan. 2023;1;0;1;0; Sundbybergs kommun;4
Ågatan 13, vån 7 av 7;Bällstaån;71;6100000;4807;10 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Lötsjövägen 25;Hallonbergen;82,1;2985000;5802;9 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Vintergatan 4, 2tr;Centrala Sundbyberg;83;3975000;5458;7 jan. 2023;1;0;1;0; Sundbybergs kommun;3
Forskningsringen 88;Ursvik;53,5;2535000;3577;6 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Mjölnerbacken 74;Rissne;75,6;2825000;3655;6 jan. 2023;0;0;0;0; Sundbybergs kommun;3
Tulegatan 48, 2tr;Centrala Sundbyberg;57;2920000;4450;6 jan. 2023;1;0;1;0; Sundbybergs kommun;2
Sundbybergs Torg 1B;Lilla Alby;110;7700000;6292;4 jan. 2023;1;0;1;0; Sundbybergs kommun;4
Forskargränd 4;Ursvik;55;2700000;3179;30 dec. 2022;1;0;1;0; Sundbybergs kommun;3
Ursviks allé 21;Ursvik;45;2300000;2854;29 dec. 2022;1;0;1;0; Sundbybergs kommun;2
Fredsgatan 27;Sundbyberg;40;3275000;677;29 dec. 2022;0;0;0;0; Sundbybergs kommun;2
Logdansvägen 10;Ör;51,3;2190000;2483;28 dec. 2022;0;0;0;0; Sundbybergs kommun;2
Oxenstiernas Allé 33;Ursvik;77,4;3125000;4695;28 dec. 2022;1;0;1;0; Sundbybergs kommun;3
Tornstigen 22A, 2 tr;SUNDBYBERG;53;3250000;4304;28 dec. 2022;0;0;1;0; Sundbybergs kommun;2
Brotorps Allé 8;Järvastaden;42;2400000;2467;28 dec. 2022;1;0;1;0; Sundbybergs kommun;2
Lötsjövägen 85;Hallonbergen;95,3;3000000;5180;23 dec. 2022;1;0;1;0; Sundbybergs kommun;4
Forskargränd 4;Sundbyberg - Ursvik;81;3450000;4655;22 dec. 2022;1;0;1;0; Sundbybergs kommun;4
Mjölnerbacken 72;Rissne;54,5;2100000;2644;22 dec. 2022;1;0;0;1; Sundbybergs kommun;2
Mariagatan 4C;Centrala Sundbyberg;64;4675000;3297;21 dec. 2022;0;0;1;0; Sundbybergs kommun;2
Oxenstiernas allé 12;Sundbyberg - Ursvik;55;2415000;2847;21 dec. 2022;1;0;1;0; Sundbybergs kommun;2
Mjölnerbacken 31;Rissne;79;2650000;4075;20 dec. 2022;1;0;1;0; Sundbybergs kommun;3
Gamla Enköpingsvägen 158;Sundbyberg - Ursvik;87;3400000;4721;19 dec. 2022;1;0;1;1; Sundbybergs kommun;4
Forskargränd 2;Stora Ursvik;48;2300000;2967;18 dec. 2022;1;0;1;0; Sundbybergs kommun;2
Mariagatan 4C;Centrala Sundbyberg;64;4600000;3297;17 dec. 2022;0;0;1;0; Sundbybergs kommun;2
Vintergatan 2C;Centrala Sundbyberg;69;4200000;3664;16 dec. 2022;1;0;1;1; Sundbybergs kommun;3
Gamla Enköpingsvägen 152;Sundbyberg;44,5;2060000;3045;16 dec. 2022;1;0;0;1; Sundbybergs kommun;2
Forskningsringen 90B, 8tr;Ursvik;82;4495000;4727;16 dec. 2022;1;0;1;0; Sundbybergs kommun;3
Forskningsringen 80;Ursvik;35;2110000;2623;16 dec. 2022;1;0;1;0; Sundbybergs kommun;2
Hamngatan 18E;Centrala Sundbyberg;54,5;3475000;3693;15 dec. 2022;1;0;1;1; Sundbybergs kommun;2
Råstensgatan 13;Centrala Sundbyberg;60;3200000;3901;15 dec. 2022;1;0;0;0; Sundbybergs kommun;2
ROSENGATAN 3 A;Centrala Sundbyberg;35;2710000;2825;14 dec. 2022;0;0;1;0; Sundbybergs kommun;2
